Verb,Tense,Subject,cntx_cat
পড়াইয়াছিলাম,Past,1st,cntx_pst
পড়াইয়াছিলি,Past,2nd_i,cntx_pst
পড়াইয়াছিলে,Past,2nd_f,cntx_pst
পড়াইয়াছিলেন,Past,pol_f,cntx_pst
পড়াইয়াছিস,Present,2nd_i,cntx_prt
পড়াইয়াছে,Present,3rd_f,cntx_prt
পড়াইয়াছেন,Present,pol_f,cntx_prt
পড়াইয়ো,Present,2nd_f,cntx_prt
পড়াইল,Past,3rd_f,cntx_pst
পড়াইলাম,Past,1st,cntx_pst
পড়াইলি,Past,2nd_i,cntx_pst
পড়াইলে,Past,2nd_f,cntx_pst
পড়াইলেন,Past,pol_f,cntx_pst
পড়াও,Present,2nd_f,cntx_prt
পড়াক,Present,3rd_f,cntx_prt
পড়াচ্ছ,Present,2nd_f,cntx_prt
পড়াচ্ছি,Present,1st,cntx_prt
পড়াচ্ছিল,Past,3rd_f,cntx_pst
পড়াচ্ছিলাম,Past,1st,cntx_pst
পড়াচ্ছিলি,Past,2nd_i,cntx_pst
পড়াচ্ছিলুম,Past,1st,cntx_pst
পড়াচ্ছিলে,Past,2nd_f,cntx_pst
পড়াচ্ছিলেন,Past,pol_f,cntx_pst
পড়াচ্ছিলেম,Past,1st,cntx_pst
পড়াচ্ছিস,Present,2nd_i,cntx_prt
পড়াচ্ছে,Present,3rd_f,cntx_prt
পড়াচ্ছেন,Present,pol_f,cntx_prt
পড়াত,Past,3rd_f,cntx_pst
পড়াতাম,Past,1st,cntx_pst
পড়াতিস,Past,2nd_i,cntx_pst
পড়াতুম,Past,1st,cntx_pst
পড়াতে,Past,2nd_f,cntx_pst
পড়াতেন,Past,pol_f,cntx_pst
পড়াতেম,Past,1st,cntx_pst
পড়ান,Present,pol_f,cntx_prt
পড়ানো,Present,obj_f,cntx_alt
পড়াব,Future,1st,cntx_fut
পড়াবার,Present,404_f,cntx_404
পড়াবি,Future,2nd_i,cntx_fut
পড়াবে,Future,2nd_f,cntx_fut
পড়াবেন,Future,pol_f,cntx_fut
পড়াবো,Future,1st,cntx_fut
পড়ায়,Present,3rd_f,cntx_prt
পড়ার,Present,404_f,cntx_404
পড়াল,Past,3rd_f,cntx_pst
পড়ালাম,Past,1st,cntx_pst
পড়ালি,Past,2nd_i,cntx_pst
পড়ালুম,Past,1st,cntx_pst
পড়ালে,Past,2nd_f,cntx_pst
পড়ালেন,Past,pol_f,cntx_pst
পড়ালেম,Past,1st,cntx_pst
পড়াস,Present,2nd_i,cntx_prt
পড়ি,Present,1st,cntx_prt
পড়িও,Present,2nd_f,cntx_prt
পড়িত,Past,3rd_f,cntx_pst
পড়িতাম,Past,1st,cntx_pst
পড়িতিস,Past,2nd_i,cntx_pst
পড়িতে,Past,2nd_f,cntx_pst
পড়িতেছ,Present,2nd_f,cntx_prt
পড়িতেছি,Present,1st,cntx_prt
পড়িতেছিল,Past,3rd_f,cntx_pst
পড়িতেছিলাম,Past,1st,cntx_pst
পড়িতেছিলি,Past,2nd_i,cntx_pst
পড়িতেছিলে,Past,2nd_f,cntx_pst
পড়িতেছিলেন,Past,pol_f,cntx_pst
পড়িতেছিস,Present,2nd_i,cntx_prt
পড়িতেছে,Present,3rd_f,cntx_prt
পড়িতেছেন,Present,pol_f,cntx_prt
পড়িতেন,Past,pol_f,cntx_pst
পড়িব,Future,1st,cntx_fut
পড়িবার,Present,404_f,cntx_404
পড়িবি,Future,2nd_i,cntx_fut
পড়িবে,Future,2nd_f,cntx_fut
পড়িবেন,Future,pol_f,cntx_fut
পড়িয়া,Participle,404_f,cntx_404
পড়িয়াছ,Present,2nd_f,cntx_prt
পড়িয়াছি,Present,1st,cntx_prt
পড়িয়াছিল,Past,3rd_f,cntx_pst
পড়িয়াছিলাম,Past,1st,cntx_pst
পড়িয়াছিলি,Past,2nd_i,cntx_pst
পড়িয়াছিলে,Past,2nd_f,cntx_pst
পড়িয়াছিলেন,Past,pol_f,cntx_pst
পড়িয়াছিস,Present,2nd_i,cntx_prt
পড়িয়াছে,Present,3rd_f,cntx_prt
পড়িয়াছেন,Present,pol_f,cntx_prt
পড়িয়ে,Participle,404_f,cntx_404
পড়িয়েছ,Present,2nd_f,cntx_prt
পড়িয়েছি,Present,1st,cntx_prt
পড়িয়েছিল,Past,3rd_f,cntx_pst
পড়িয়েছিলাম,Past,1st,cntx_pst
পড়িয়েছিলি,Past,2nd_i,cntx_pst
পড়িয়েছিলুম,Past,1st,cntx_pst
পড়িয়েছিলে,Past,2nd_f,cntx_pst
পড়িয়েছিলেন,Past,pol_f,cntx_pst
পড়িয়েছিলেম,Past,1st,cntx_pst
পড়িয়েছিস,Present,2nd_i,cntx_prt
পড়িয়েছে,Present,3rd_f,cntx_prt
পড়িয়েছেন,Present,pol_f,cntx_prt
পড়িয়ো,Present,2nd_f,cntx_prt
পড়িল,Past,3rd_f,cntx_pst
পড়িলাম,Past,1st,cntx_pst
পড়িলি,Past,2nd_i,cntx_pst
পড়িলে,Past,2nd_f,cntx_pst
পড়িলেন,Past,pol_f,cntx_pst
পড়িস,Present,2nd_i,cntx_prt
পড়ুক,Present,3rd_f,cntx_prt
পড়ুন,Present,pol_f,cntx_prt
পড়ে,Present,3rd_f,cntx_prt
পড়েছ,Present,2nd_f,cntx_prt
পড়েছি,Present,1st,cntx_prt
পড়েছিল,Past,3rd_f,cntx_pst
পড়েছিলাম,Past,1st,cntx_pst
পড়েছিলি,Past,2nd_i,cntx_pst
পড়েছিলুম,Past,1st,cntx_pst
পড়েছিলে,Past,2nd_f,cntx_pst
পড়েছিলেন,Past,pol_f,cntx_pst
পড়েছিলেম,Past,1st,cntx_pst
পড়েছিস,Present,2nd_i,cntx_prt
পড়েছে,Present,3rd_f,cntx_prt
পড়েছেন,Present,pol_f,cntx_prt
পড়েন,Present,pol_f,cntx_prt
পড়ো,Present,2nd_f,cntx_prt
পড়ছ,Present,2nd_f,cntx_prt
পড়ছি,Present,1st,cntx_prt
পড়ছিল,Past,3rd_f,cntx_pst
পড়ছিলাম,Past,1st,cntx_pst
পড়ছিলি,Past,2nd_i,cntx_pst
পড়ছিলুম,Past,1st,cntx_pst
পড়ছিলে,Past,2nd_f,cntx_pst
পড়ছিলেন,Past,pol_f,cntx_pst
পড়ছিলেম,Past,1st,cntx_pst
পড়ছিস,Present,2nd_i,cntx_prt
পড়ছে,Present,3rd_f,cntx_prt
পড়ছেন,Present,pol_f,cntx_prt
পড়ত,Past,3rd_f,cntx_pst
পড়তাম,Past,1st,cntx_pst
পড়তিস,Past,2nd_i,cntx_pst
পড়তুম,Past,1st,cntx_pst
পড়তে,Past,2nd_f,cntx_pst
পড়তেন,Past,pol_f,cntx_pst
পড়তেম,Past,1st,cntx_pst
পড়ব,Future,1st,cntx_fut
পড়বার,Present,404_f,cntx_404
পড়বি,Future,2nd_i,cntx_fut
পড়বে,Future,2nd_f,cntx_fut
পড়বেন,Future,pol_f,cntx_fut
পড়বো,Future,1st,cntx_fut
পড়ল,Past,3rd_f,cntx_pst
পড়লাম,Past,1st,cntx_pst
পড়লি,Past,2nd_i,cntx_pst
পড়লুম,Past,1st,cntx_pst
পড়লে,Past,2nd_f,cntx_pst
পড়লেন,Past,pol_f,cntx_pst
পড়লেম,Past,1st,cntx_pst
পাই,Present,1st,cntx_prt
পাইও,Present,2nd_f,cntx_prt
পাইত,Past,3rd_f,cntx_pst
পাইতাম,Past,1st,cntx_pst
পাইতিস,Past,2nd_i,cntx_pst
পাইতে,Past,2nd_f,cntx_pst
পাইতেছ,Present,2nd_f,cntx_prt
পাইতেছি,Present,1st,cntx_prt
পাইতেছিল,Past,3rd_f,cntx_pst
পাইতেছিলাম,Past,1st,cntx_pst
পাইতেছিলি,Past,2nd_i,cntx_pst
পাইতেছিলে,Past,2nd_f,cntx_pst
পাইতেছিলেন,Past,pol_f,cntx_pst
পাইতেছিস,Present,2nd_i,cntx_prt
পাইতেছে,Present,3rd_f,cntx_prt
পাইতেছেন,Present,pol_f,cntx_prt
পাইতেন,Past,pol_f,cntx_pst
পাইব,Future,1st,cntx_fut
পাইবার,Present,404_f,cntx_404
পাইবি,Future,2nd_i,cntx_fut
পাইবে,Future,2nd_f,cntx_fut
পাইবেন,Future,pol_f,cntx_fut
পাইয়া,Participle,404_f,cntx_404
পাইয়াছ,Present,2nd_f,cntx_prt
পাইয়াছি,Present,1st,cntx_prt
পাইয়াছিল,Past,3rd_f,cntx_pst
পাইয়াছিলাম,Past,1st,cntx_pst
পাইয়াছিলি,Past,2nd_i,cntx_pst
পাইয়াছিলে,Past,2nd_f,cntx_pst
পাইয়াছিলেন,Past,pol_f,cntx_pst
পাইয়াছিস,Present,2nd_i,cntx_prt
পাইয়াছে,Present,3rd_f,cntx_prt
পাইয়াছেন,Present,pol_f,cntx_prt
পাইয়ে,Participle,404_f,cntx_404
পাইয়েছ,Present,2nd_f,cntx_prt
পাইয়েছি,Present,1st,cntx_prt
পাইয়েছিল,Past,3rd_f,cntx_pst
পাইয়েছিলাম,Past,1st,cntx_pst
পাইয়েছিলি,Past,2nd_i,cntx_pst
পাইয়েছিলুম,Past,1st,cntx_pst
পাইয়েছিলে,Past,2nd_f,cntx_pst
পাইয়েছিলেন,Past,pol_f,cntx_pst
পাইয়েছিলেম,Past,1st,cntx_pst
পাইয়েছিস,Present,2nd_i,cntx_prt
পাইয়েছে,Present,3rd_f,cntx_prt
পাইয়েছেন,Present,pol_f,cntx_prt
পাইয়ো,Present,2nd_f,cntx_prt
পাইল,Past,3rd_f,cntx_pst
পাইলাম,Past,1st,cntx_pst
পাইলি,Past,2nd_i,cntx_pst
পাইলে,Past,2nd_f,cntx_pst
পাইলেন,Past,pol_f,cntx_pst
পাও,Present,2nd_f,cntx_prt
পাওয়া,Base,pos_f,cntx_alt
পাওয়াই,Present,1st,cntx_prt
পাওয়াইও,Present,2nd_f,cntx_prt
পাওয়াইত,Past,3rd_f,cntx_pst
পাওয়াইতাম,Past,1st,cntx_pst
পাওয়াইতিস,Past,2nd_i,cntx_pst
পাওয়াইতে,Past,2nd_f,cntx_pst
পাওয়াইতেছ,Present,2nd_f,cntx_prt
পাওয়াইতেছি,Present,1st,cntx_prt
পাওয়াইতেছিল,Past,3rd_f,cntx_pst
পাওয়াইতেছিলাম,Past,1st,cntx_pst
পাওয়াইতেছিলি,Past,2nd_i,cntx_pst
পাওয়াইতেছিলে,Past,2nd_f,cntx_pst
পাওয়াইতেছিলেন,Past,pol_f,cntx_pst
পাওয়াইতেছিস,Present,2nd_i,cntx_prt
পাওয়াইতেছে,Present,3rd_f,cntx_prt
পাওয়াইতেছেন,Present,pol_f,cntx_prt
পাওয়াইতেন,Past,pol_f,cntx_pst
পাওয়াইব,Future,1st,cntx_fut
পাওয়াইবার,Present,404_f,cntx_404
পাওয়াইবি,Future,2nd_i,cntx_fut
পাওয়াইবে,Future,2nd_f,cntx_fut
পাওয়াইবেন,Future,pol_f,cntx_fut
পাওয়াইয়া,Participle,404_f,cntx_404
পাওয়াইয়াছ,Present,2nd_f,cntx_prt
পাওয়াইয়াছি,Present,1st,cntx_prt
পাওয়াইয়াছিল,Past,3rd_f,cntx_pst
পাওয়াইয়াছিলাম,Past,1st,cntx_pst
পাওয়াইয়াছিলি,Past,2nd_i,cntx_pst
পাওয়াইয়াছিলে,Past,2nd_f,cntx_pst
পাওয়াইয়াছিলেন,Past,pol_f,cntx_pst
পাওয়াইয়াছিস,Present,2nd_i,cntx_prt
পাওয়াইয়াছে,Present,3rd_f,cntx_prt
পাওয়াইয়াছেন,Present,pol_f,cntx_prt
পাওয়াইয়ো,Present,2nd_f,cntx_prt
পাওয়াইল,Past,3rd_f,cntx_pst
পাওয়াইলাম,Past,1st,cntx_pst
পাওয়াইলি,Past,2nd_i,cntx_pst
পাওয়াইলে,Past,2nd_f,cntx_pst
পাওয়াইলেন,Past,pol_f,cntx_pst
পাওয়াও,Present,2nd_f,cntx_prt
পাওয়াক,Present,3rd_f,cntx_prt
পাওয়াচ্ছ,Present,2nd_f,cntx_prt
পাওয়াচ্ছি,Present,1st,cntx_prt
পাওয়াচ্ছিল,Past,3rd_f,cntx_pst
পাওয়াচ্ছিলাম,Past,1st,cntx_pst
পাওয়াচ্ছিলি,Past,2nd_i,cntx_pst
পাওয়াচ্ছিলুম,Past,1st,cntx_pst
পাওয়াচ্ছিলে,Past,2nd_f,cntx_pst
পাওয়াচ্ছিলেন,Past,pol_f,cntx_pst
পাওয়াচ্ছিলেম,Past,1st,cntx_pst
পাওয়াচ্ছিস,Present,2nd_i,cntx_prt
পাওয়াচ্ছে,Present,3rd_f,cntx_prt
পাওয়াচ্ছেন,Present,pol_f,cntx_prt
পাওয়াত,Past,3rd_f,cntx_pst
পাওয়াতাম,Past,1st,cntx_pst
পাওয়াতিস,Past,2nd_i,cntx_pst
পাওয়াতুম,Past,1st,cntx_pst
পাওয়াতে,Past,2nd_f,cntx_pst
পাওয়াতেন,Past,pol_f,cntx_pst
পাওয়াতেম,Past,1st,cntx_pst
পাওয়ান,Present,pol_f,cntx_prt
পাওয়ানো,Present,obj_f,cntx_alt
পাওয়াব,Future,1st,cntx_fut
পাওয়াবার,Present,404_f,cntx_404
পাওয়াবি,Future,2nd_i,cntx_fut
পাওয়াবে,Future,2nd_f,cntx_fut
পাওয়াবেন,Future,pol_f,cntx_fut
পাওয়াবো,Future,1st,cntx_fut
পাওয়ায়,Present,3rd_f,cntx_prt
পাওয়াল,Past,3rd_f,cntx_pst
পাওয়ালাম,Past,1st,cntx_pst
পাওয়ালি,Past,2nd_i,cntx_pst
পাওয়ালুম,Past,1st,cntx_pst
পাওয়ালে,Past,2nd_f,cntx_pst
পাওয়ালেন,Past,pol_f,cntx_pst
পাওয়ালেম,Past,1st,cntx_pst
পাওয়াস,Present,2nd_i,cntx_prt
ফির,Root,2nd_i,cntx_prt
ফিরা,Base,pos_f,cntx_alt
ফিরাই,Present,1st,cntx_prt
ফিরাইও,Present,2nd_f,cntx_prt
ফিরাইত,Past,3rd_f,cntx_pst
ফিরাইতাম,Past,1st,cntx_pst
ফিরাইতিস,Past,2nd_i,cntx_pst
ফিরাইতে,Past,2nd_f,cntx_pst
ফিরাইতেছ,Present,2nd_f,cntx_prt
ফিরাইতেছি,Present,1st,cntx_prt
ফিরাইতেছিল,Past,3rd_f,cntx_pst
ফিরাইতেছিলাম,Past,1st,cntx_pst
ফিরাইতেছিলি,Past,2nd_i,cntx_pst
ফিরাইতেছিলে,Past,2nd_f,cntx_pst
ফিরাইতেছিলেন,Past,pol_f,cntx_pst
ফিরাইতেছিস,Present,2nd_i,cntx_prt
ফিরাইতেছে,Present,3rd_f,cntx_prt
ফিরাইতেছেন,Present,pol_f,cntx_prt
ফিরাইতেন,Past,pol_f,cntx_pst
ফিরাইব,Future,1st,cntx_fut
ফিরাইবার,Present,404_f,cntx_404
ফিরাইবি,Future,2nd_i,cntx_fut
ফিরাইবে,Future,2nd_f,cntx_fut
ফিরাইবেন,Future,pol_f,cntx_fut
ফিরাইয়া,Participle,404_f,cntx_404
ফিরাইয়াছ,Present,2nd_f,cntx_prt
ফিরাইয়াছি,Present,1st,cntx_prt
ফিরাইয়াছিল,Past,3rd_f,cntx_pst
ফিরাইয়াছিলাম,Past,1st,cntx_pst
ফিরাইয়াছিলি,Past,2nd_i,cntx_pst
ফিরাইয়াছিলে,Past,2nd_f,cntx_pst
ফিরাইয়াছিলেন,Past,pol_f,cntx_pst
ফিরাইয়াছিস,Present,2nd_i,cntx_prt
ফিরাইয়াছে,Present,3rd_f,cntx_prt
ফিরাইয়াছেন,Present,pol_f,cntx_prt
ফিরাইয়ো,Present,2nd_f,cntx_prt
ফিরাইল,Past,3rd_f,cntx_pst
ফিরাইলাম,Past,1st,cntx_pst
ফিরাইলি,Past,2nd_i,cntx_pst
ফিরাইলে,Past,2nd_f,cntx_pst
ফিরাইলেন,Past,pol_f,cntx_pst
ফিরাও,Present,2nd_f,cntx_prt
ফিরাক,Present,3rd_f,cntx_prt
ফিরান,Present,pol_f,cntx_prt
ফিরানো,Present,obj_f,cntx_alt
ফিরায়,Present,3rd_f,cntx_prt
ফিরাস,Present,2nd_i,cntx_prt
ফিরই,Present,1st,cntx_prt
ফিরি,Present,1st,cntx_prt
ফিরিও,Present,2nd_f,cntx_prt
ফিরিত,Past,3rd_f,cntx_pst
ফিরিতাম,Past,1st,cntx_pst
ফিরিতিস,Past,2nd_i,cntx_pst
ফিরিতে,Past,2nd_f,cntx_pst
ফিরিতেছ,Present,2nd_f,cntx_prt
ফিরিতেছি,Present,1st,cntx_prt
ফিরিতেছিল,Past,3rd_f,cntx_pst
ফিরিতেছিলাম,Past,1st,cntx_pst
ফিরিতেছিলি,Past,2nd_i,cntx_pst
ফিরিতেছিলে,Past,2nd_f,cntx_pst
ফিরিতেছিলেন,Past,pol_f,cntx_pst
ফিরিতেছিস,Present,2nd_i,cntx_prt
ফিরিতেছে,Present,3rd_f,cntx_prt
ফিরিতেছেন,Present,pol_f,cntx_prt
ফিরিতেন,Past,pol_f,cntx_pst
ফিরিব,Future,1st,cntx_fut
ফিরিবার,Present,404_f,cntx_404
ফিরিবি,Future,2nd_i,cntx_fut
ফিরিবে,Future,2nd_f,cntx_fut
ফিরিবেন,Future,pol_f,cntx_fut
ফিরিয়া,Participle,404_f,cntx_404
ফিরিয়াছ,Present,2nd_f,cntx_prt
ফিরিয়াছি,Present,1st,cntx_prt
ফিরিয়াছিল,Past,3rd_f,cntx_pst
ফিরিয়াছিলাম,Past,1st,cntx_pst
ফিরিয়াছিলি,Past,2nd_i,cntx_pst
ফিরিয়াছিলে,Past,2nd_f,cntx_pst
ফিরিয়াছিলেন,Past,pol_f,cntx_pst
ফিরিয়াছিস,Present,2nd_i,cntx_prt
ফিরিয়াছে,Present,3rd_f,cntx_prt
ফিরিয়াছেন,Present,pol_f,cntx_prt
ফিরিয়ে,Participle,404_f,cntx_404
ফিরিয়েছ,Present,2nd_f,cntx_prt
ফিরিয়েছি,Present,1st,cntx_prt
ফিরিয়েছিল,Past,3rd_f,cntx_pst
ফিরিয়েছিলাম,Past,1st,cntx_pst
ফিরিয়েছিলি,Past,2nd_i,cntx_pst
ফিরিয়েছিলুম,Past,1st,cntx_pst
ফিরিয়েছিলে,Past,2nd_f,cntx_pst
ফিরিয়েছিলেন,Past,pol_f,cntx_pst
ফিরিয়েছিলেম,Past,1st,cntx_pst
ফিরিয়েছিস,Present,2nd_i,cntx_prt
ফিরিয়েছে,Present,3rd_f,cntx_prt
ফিরিয়েছেন,Present,pol_f,cntx_prt
ফিরিয়ো,Present,2nd_f,cntx_prt
ফিরিল,Past,3rd_f,cntx_pst
ফিরিলাম,Past,1st,cntx_pst
ফিরিলি,Past,2nd_i,cntx_pst
ফিরিলে,Past,2nd_f,cntx_pst
ফিরিলেন,Past,pol_f,cntx_pst
ফিরিস,Present,2nd_i,cntx_prt
ফিরুক,Present,3rd_f,cntx_prt
ফিরুন,Present,pol_f,cntx_prt
ফিরে,Present,3rd_f,cntx_prt
ফিরেআসা,Present,2nd_i,cntx_prt
ফিরেছ,Present,2nd_f,cntx_prt
ফিরেছি,Present,1st,cntx_prt
ফিরেছিল,Past,3rd_f,cntx_pst
ফিরেছিলাম,Past,1st,cntx_pst
ফিরেছিলি,Past,2nd_i,cntx_pst
ফিরেছিলুম,Past,1st,cntx_pst
ফিরেছিলে,Past,2nd_f,cntx_pst
ফিরেছিলেন,Past,pol_f,cntx_pst
ফিরেছিলেম,Past,1st,cntx_pst
ফিরেছিস,Present,2nd_i,cntx_prt
ফিরেছে,Present,3rd_f,cntx_prt
ফিরেছেন,Present,pol_f,cntx_prt
ফিরেন,Present,pol_f,cntx_prt
ফিরও,Present,2nd_f,cntx_prt
ফিরো,Present,2nd_f,cntx_prt
ফিরচ্ছ,Present,2nd_f,cntx_prt
ফিরচ্ছি,Present,1st,cntx_prt
ফিরচ্ছিল,Past,3rd_f,cntx_pst
ফিরচ্ছিলাম,Past,1st,cntx_pst
ফিরচ্ছিলি,Past,2nd_i,cntx_pst
ফিরচ্ছিলুম,Past,1st,cntx_pst
ফিরচ্ছিলে,Past,2nd_f,cntx_pst
ফিরচ্ছিলেন,Past,pol_f,cntx_pst
ফিরচ্ছিলেম,Past,1st,cntx_pst
ফিরচ্ছিস,Present,2nd_i,cntx_prt
ফিরচ্ছে,Present,3rd_f,cntx_prt
ফিরচ্ছেন,Present,pol_f,cntx_prt
ফিরছ,Present,2nd_f,cntx_prt
ফিরছি,Present,1st,cntx_prt
ফিরছিল,Past,3rd_f,cntx_pst
ফিরছিলাম,Past,1st,cntx_pst
ফিরছিলি,Past,2nd_i,cntx_pst
ফিরছিলুম,Past,1st,cntx_pst
ফিরছিলে,Past,2nd_f,cntx_pst
ফিরছিলেন,Past,pol_f,cntx_pst
ফিরছিলেম,Past,1st,cntx_pst
ফিরছিস,Present,2nd_i,cntx_prt
ফিরছে,Present,3rd_f,cntx_prt
ফিরছেন,Present,pol_f,cntx_prt
ফিরতাম,Past,1st,cntx_pst
ফিরতিস,Past,2nd_i,cntx_pst
ফিরতুম,Past,1st,cntx_pst
ফিরতে,Past,2nd_f,cntx_pst
ফিরতেন,Past,pol_f,cntx_pst
ফিরতেম,Past,1st,cntx_pst
ফিরনো,Present,obj_f,cntx_alt
ফিরব,Future,1st,cntx_fut
ফিরবার,Present,404_f,cntx_404
ফিরবি,Future,2nd_i,cntx_fut
ফিরবে,Future,2nd_f,cntx_fut
ফিরবেন,Future,pol_f,cntx_fut
ফিরবো,Future,1st,cntx_fut
ফিরয়,Present,3rd_f,cntx_prt
ফিরল,Past,3rd_f,cntx_pst
ফিরলাম,Past,1st,cntx_pst
ফিরলি,Past,2nd_i,cntx_pst
ফিরলুম,Past,1st,cntx_pst
ফিরলে,Past,2nd_f,cntx_pst
ফিরলেন,Past,pol_f,cntx_pst
ফিরলেম,Past,1st,cntx_pst
বলা,Base,pos_f,cntx_alt
বলাই,Present,1st,cntx_prt
বলাইও,Present,2nd_f,cntx_prt
বলাইত,Past,3rd_f,cntx_pst
বলাইতাম,Past,1st,cntx_pst
বলাইতিস,Past,2nd_i,cntx_pst
বলাইতে,Past,2nd_f,cntx_pst
বলাইতেছ,Present,2nd_f,cntx_prt
বলাইতেছি,Present,1st,cntx_prt
বলাইতেছিল,Past,3rd_f,cntx_pst
বলাইতেছিলাম,Past,1st,cntx_pst
বলাইতেছিলি,Past,2nd_i,cntx_pst
বলাইতেছিলে,Past,2nd_f,cntx_pst
বলাইতেছিলেন,Past,pol_f,cntx_pst
বলাইতেছিস,Present,2nd_i,cntx_prt
বলাইতেছে,Present,3rd_f,cntx_prt
বলাইতেছেন,Present,pol_f,cntx_prt
বলাইতেন,Past,pol_f,cntx_pst
বলাইব,Future,1st,cntx_fut
বলাইবার,Present,404_f,cntx_404
বলাইবি,Future,2nd_i,cntx_fut
বলাইবে,Future,2nd_f,cntx_fut
বলাইবেন,Future,pol_f,cntx_fut
বলাইয়া,Participle,404_f,cntx_404
বলাইয়াছ,Present,2nd_f,cntx_prt
বলাইয়াছি,Present,1st,cntx_prt
বলাইয়াছিল,Past,3rd_f,cntx_pst
বলাইয়াছিলাম,Past,1st,cntx_pst
বলাইয়াছিলি,Past,2nd_i,cntx_pst
বলাইয়াছিলে,Past,2nd_f,cntx_pst
বলাইয়াছিলেন,Past,pol_f,cntx_pst
বলাইয়াছিস,Present,2nd_i,cntx_prt
বলাইয়াছে,Present,3rd_f,cntx_prt
বলাইয়াছেন,Present,pol_f,cntx_prt
বলাইয়ো,Present,2nd_f,cntx_prt
বলাইল,Past,3rd_f,cntx_pst
বলাইলাম,Past,1st,cntx_pst
বলাইলি,Past,2nd_i,cntx_pst
বলাইলে,Past,2nd_f,cntx_pst
বলাইলেন,Past,pol_f,cntx_pst
বলাও,Present,2nd_f,cntx_prt
বলাক,Present,3rd_f,cntx_prt
বলাচ্ছ,Present,2nd_f,cntx_prt
বলাচ্ছি,Present,1st,cntx_prt
বলাচ্ছিল,Past,3rd_f,cntx_pst
বলাচ্ছিলাম,Past,1st,cntx_pst
বলাচ্ছিলি,Past,2nd_i,cntx_pst
বলাচ্ছিলুম,Past,1st,cntx_pst
বলাচ্ছিলে,Past,2nd_f,cntx_pst
বলাচ্ছিলেন,Past,pol_f,cntx_pst
বলাচ্ছিলেম,Past,1st,cntx_pst
বলাচ্ছিস,Present,2nd_i,cntx_prt
বলাচ্ছে,Present,3rd_f,cntx_prt
বলাচ্ছেন,Present,pol_f,cntx_prt
বলাত,Past,3rd_f,cntx_pst
বলাতাম,Past,1st,cntx_pst
বলাতিস,Past,2nd_i,cntx_pst
বলাতুম,Past,1st,cntx_pst
বলাতে,Past,2nd_f,cntx_pst
বলাতেন,Past,pol_f,cntx_pst
বলাতেম,Past,1st,cntx_pst
বলান,Present,pol_f,cntx_prt
বলানো,Present,obj_f,cntx_alt
বলাব,Future,1st,cntx_fut
বলাবার,Present,404_f,cntx_404
বলাবি,Future,2nd_i,cntx_fut
বলাবে,Future,2nd_f,cntx_fut
বলাবেন,Future,pol_f,cntx_fut
বলাবো,Future,1st,cntx_fut
বলায়,Present,3rd_f,cntx_prt
বলার,Present,404_f,cntx_404
বলাল,Past,3rd_f,cntx_pst
বলালাম,Past,1st,cntx_pst
বলালি,Past,2nd_i,cntx_pst
বলালুম,Past,1st,cntx_pst
বলালে,Past,2nd_f,cntx_pst
বলালেন,Past,pol_f,cntx_pst
বলালেম,Past,1st,cntx_pst
বলাস,Present,2nd_i,cntx_prt
বলি,Past,2nd_i,cntx_pst
বলিও,Present,2nd_f,cntx_prt
বলিত,Past,3rd_f,cntx_pst
বলিতাম,Past,1st,cntx_pst
বলিতিস,Past,2nd_i,cntx_pst
বলিতে,Past,2nd_f,cntx_pst
বলিতেছ,Present,2nd_f,cntx_prt
বলিতেছি,Present,1st,cntx_prt
বলিতেছিল,Past,3rd_f,cntx_pst
বলিতেছিলাম,Past,1st,cntx_pst
বলিতেছিলি,Past,2nd_i,cntx_pst
বলিতেছিলে,Past,2nd_f,cntx_pst
বলিতেছিলেন,Past,pol_f,cntx_pst
বলিতেছিস,Present,2nd_i,cntx_prt
বলিতেছে,Present,3rd_f,cntx_prt
বলিতেছেন,Present,pol_f,cntx_prt
বলিতেন,Past,pol_f,cntx_pst
বলিব,Future,1st,cntx_fut
বলিবার,Present,404_f,cntx_404
বলিবি,Future,2nd_i,cntx_fut
বলিবে,Future,2nd_f,cntx_fut
বলিবেন,Future,pol_f,cntx_fut
বলিয়া,Participle,404_f,cntx_404
বলিয়াছ,Present,2nd_f,cntx_prt
বলিয়াছি,Present,1st,cntx_prt
বলিয়াছিল,Past,3rd_f,cntx_pst
বলিয়াছিলাম,Past,1st,cntx_pst
বলিয়াছিলি,Past,2nd_i,cntx_pst
বলিয়াছিলে,Past,2nd_f,cntx_pst
বলিয়াছিলেন,Past,pol_f,cntx_pst
বলিয়াছিস,Present,2nd_i,cntx_prt
বলিয়াছে,Present,3rd_f,cntx_prt
বলিয়াছেন,Present,pol_f,cntx_prt
বলিয়ে,Participle,404_f,cntx_404
বলিয়েছ,Present,2nd_f,cntx_prt
বলিয়েছি,Present,1st,cntx_prt
বলিয়েছিল,Past,3rd_f,cntx_pst
বলিয়েছিলাম,Past,1st,cntx_pst
বলিয়েছিলি,Past,2nd_i,cntx_pst
বলিয়েছিলুম,Past,1st,cntx_pst
বলিয়েছিলে,Past,2nd_f,cntx_pst
বলিয়েছিলেন,Past,pol_f,cntx_pst
বলিয়েছিলেম,Past,1st,cntx_pst
বলিয়েছিস,Present,2nd_i,cntx_prt
বলিয়েছে,Present,3rd_f,cntx_prt
বলিয়েছেন,Present,pol_f,cntx_prt
